order_id,customer_id,product_id,quantity,amount,order_date,status
27814,712,28,10,724.2,not-a-date,cancelled
49768,742,183,7,1376.48,2024-08-06,cancelled
11443,1,36,9,1212.63,2024-04-28,paid
22738,232,147,4,590.25,2025-12-03,refunded
13527,624,101,6,1615.11,2025-08-28,paid
44138,99,56,1,276.94,2025-06-06,refunded
13446,580,187,3,7.47,2025-04-03,refunded
14922,822,124,8,479.01,2025-12-23,cancelled
10355,124,169,3,874.9,2024-09-25,paid
25400,834,103,2,447.63,2024-12-14,pending
19653,259,135,1,1412.51,2026-01-06,refunded
30119,53,175,4,1623.82,2025-09-29,refunded
13156,890,150,5,1883.61,2025-12-31,paid
1564,539,84,5,1033.26,2024-06-10,cancelled
24727,365,150,2,1154.03,2025-11-26,cancelled
29033,708,45,4,168.36,2025-02-02,pending
5224,228,186,2,519.42,2024-11-22,refunded
14711,188,143,5,676.88,2025-08-19,cancelled
36887,262,134,10,1727.92,2025-09-22,paid
28316,503,141,7,1839.44,2024-08-20,paid
42402,618,7,4,94.22,2026-03-19,cancelled
49450,257,77,9,1714.22,2024-10-18,refunded
41879,32,90,6,729.48,2025-10-21,cancelled
44427,50,193,5,1581.22,2025-02-18,cancelled
17043,613,138,6,136.0,2025-09-23,cancelled
21649,454,69,1,365.06,2025-02-24,paid
36111,83,8,3,653.17,2025-07-20,paid
25554,318,81,8,62.19,not-a-date,cancelled
12645,767,179,9,775.22,2025-10-05,refunded
1211,828,53,6,1478.12,2025-11-12,cancelled
17690,877,145,8,632.67,2025-05-06,pending
11381,861,118,2,415.87,2026-01-05,pending
49368,889,187,10,897.38,2026-02-09,pending
14560,360,161,5,760.8,2025-03-23,refunded
13936,703,8,3,1170.63,2025-12-21,pending
49927,233,21,10,816.7,2025-05-02,pending
22272,642,154,8,720.12,2024-10-23,pending
36414,607,136,5,1179.39,2026-02-23,pending
16249,180,146,10,427.55,2025-05-05,paid
33747,48,82,2,317.49,2024-04-10,paid
8758,534,108,10,1672.05,2024-07-28,paid
34575,197,108,1,28.37,2024-11-20,paid
49893,838,109,9,1906.05,2025-07-29,refunded
12440,506,186,3,1889.7,2024-05-30,refunded
22245,619,155,3,1839.11,2024-11-12,cancelled
4298,110,161,2,881.88,2024-08-22,cancelled
43366,208,46,1,1837.51,2024-06-29,pending
10747,871,156,6,537.29,2024-11-09,cancelled
27666,919,182,5,343.36,2025-04-04,refunded
27640,485,1,8,1879.07,2025-05-01,refunded
19952,536,42,8,732.44,2024-05-06,paid
21627,951,22,10,502.02,2024-05-16,refunded
1194,992,86,6,306.89,2024-06-25,pending
28005,866,151,4,193.19,2024-05-01,pending
13077,,128,1,1819.4,2025-07-05,refunded
41353,833,196,3,454.41,2024-13-01,pending
49168,458,71,5,1417.22,2024-12-06,refunded
3217,,122,6,1590.4,2026-01-12,paid
8212,974,188,4,1759.7,2024-12-21,
23619,74,164,5,1791.41,2025-11-06,paid
34108,895,123,4,1301.93,2026-01-13,refunded
45459,878,131,7,607.6,2025-11-14,cancelled
31621,9,70,10,1178.91,2025-07-18,cancelled
27171,672,41,1,1960.64,2025-11-21,paid
37096,623,117,8,815.6,2024-10-17,pending
31793,137,44,2,889.35,2025-08-27,refunded
14905,912,173,1,1300.66,2025-06-29,refunded
32793,426,188,3,1007.0,2024-05-31,pending
11905,902,186,10,1917.51,2026-02-24,paid
37732,729,200,7,767.16,2024-08-05,pending
28516,629,197,10,1945.94,2024-10-01,paid
1093,960,177,2,1590.28,2025-01-07,refunded
40081,161,178,9,55.47,2026-01-25,cancelled
12997,364,131,1,1317.62,2025-04-11,paid
39614,372,27,9,1253.55,2024-08-06,paid
7674,594,186,10,1200.97,2024-05-28,paid
10149,616,82,10,1378.13,2026-01-25,cancelled
21157,881,170,3,1447.92,2025-09-01,pending
490,173,115,5,1334.69,2024-09-11,refunded
2437,636,82,8,1787.63,2024-07-14,pending
5803,721,138,2,1940.15,2025-08-29,cancelled
19229,972,188,6,1319.46,2025-05-05,cancelled
23050,763,141,9,1149.81,2024-07-14,paid
43083,506,8,5,827.68,2025-02-15,pending
4244,991,167,7,627.35,2025-03-05,paid
5817,866,176,1,1768.29,2025-03-15,pending
43547,564,135,8,1655.24,2025-08-29,refunded
35468,135,161,1,250.95,2025-10-19,cancelled
43912,599,90,1,702.67,2024-08-23,pending
40688,761,97,4,998.98,2026-01-24,refunded
21321,845,178,5,395.35,2026-01-08,cancelled
803,18,88,6,1942.41,2025-12-07,pending
46052,717,35,5,831.96,2025-03-29,refunded
14184,514,174,1,1225.51,2025-10-12,cancelled
18053,944,140,6,1396.66,2026-03-12,cancelled
30713,210,42,5,1812.46,2024-10-06,refunded
48010,844,96,6,36.42,2025-08-02,refunded
38649,328,151,9,35.82,2024-05-01,pending
818,641,66,4,35.66,2024-11-22,cancelled
581,663,181,2,924.7,not-a-date,paid
35613,172,147,5,951.18,2024-09-09,cancelled
9933,485,48,6,621.46,2025-12-23,refunded
39575,479,153,3,721.21,2024-11-12,cancelled
39650,195,92,5,1713.61,2024-11-20,cancelled
37227,156,182,1,1772.32,2025-04-28,cancelled
9228,133,27,1,456.56,2024-08-26,paid
42909,514,66,4,1728.08,2025-09-16,refunded
47857,905,67,7,1365.98,2025-03-08,refunded
4275,208,35,1,650.41,2025-02-17,pending
14106,570,128,6,994.83,2025-11-26,cancelled
38881,589,200,1,640.86,15/03/2024,refunded
28214,388,118,1,226.32,2025-01-24,refunded
31359,768,46,5,255.68,2024-05-29,pending
40516,773,194,6,462.98,2025-12-16,refunded
30480,522,190,2,956.57,2025-10-03,paid
30655,242,35,3,1312.14,2026-02-18,refunded
3906,675,44,7,124.59,2024-07-17,refunded
24016,235,142,8,,2025-09-20,paid
9795,816,23,3,878.19,2024-11-02,pending
47739,598,93,2,1646.92,2025-12-20,cancelled
11729,93,167,10,1971.86,2024-12-21,cancelled
18617,165,105,9,1702.8,2026-03-30,paid
38959,629,134,6,492.98,2025-09-01,paid
4816,959,195,9,708.06,2025-07-09,pending
23430,749,102,9,522.43,2024-12-23,cancelled
47790,21,67,10,938.44,2024-05-26,pending
49490,154,54,8,1502.53,2026-01-29,cancelled
24379,559,109,1,1546.12,2025-12-27,cancelled
39625,98,99,1,737.43,2024-09-23,cancelled
12147,95,181,9,1554.55,2025-05-24,refunded
35178,378,46,2,351.09,2025-03-12,pending
39773,231,54,8,1481.77,2024-09-30,paid
22214,960,138,6,1723.67,2024-04-09,pending
34952,533,150,1,1197.5,2025-08-20,paid
44590,970,198,4,91.54,2024-06-12,refunded
28029,157,186,5,469.35,2025-02-15,paid
35575,762,77,1,1083.54,2024-08-16,paid
43233,856,58,4,736.27,2025-11-20,cancelled
34477,146,105,7,299.62,2024-11-23,refunded
13364,903,173,2,697.56,2025-03-22,cancelled
41139,814,106,6,902.0,2024-08-03,cancelled
9331,686,171,8,298.16,2024-05-15,cancelled
5194,900,72,7,250.13,2024-12-27,refunded
11594,545,94,7,57.89,2026-01-03,refunded
48680,673,33,4,1311.15,2025-04-20,cancelled
35190,941,23,6,221.39,2024-09-05,cancelled
21267,805,83,5,53.66,2025-05-12,pending
15269,825,137,5,7.53,2024-05-04,paid
1490,797,167,9,1114.82,2025-06-11,pending
26159,257,182,2,44.37,2024-10-28,paid
8449,912,80,1,69.13,2025-03-21,cancelled
28346,435,49,1,16.51,2025-09-01,pending
44127,594,86,1,485.6,2024-05-15,pending
7748,253,180,4,1030.2,2025-11-08,pending
3395,653,167,1,1402.41,2024-08-27,paid
8946,549,162,7,712.97,2025-10-02,cancelled
44032,681,28,5,1265.18,2025-07-11,paid
23038,983,88,3,1620.37,2024-04-26,pending
48,217,24,9,1541.31,2025-05-28,cancelled
25223,961,195,5,666.35,15/03/2024,refunded
23627,306,62,5,58.7,2024-12-11,pending
16271,945,148,1,1402.7,2025-05-23,refunded
7258,749,69,8,173.73,2026-04-03,pending
4129,300,180,1,1392.42,2025-07-10,refunded
20911,508,33,3,1982.16,2025-02-12,cancelled
43372,885,170,3,18.89,2025-08-26,paid
18318,515,133,9,557.61,2024-06-13,refunded
817,521,61,5,1562.67,2025-02-11,pending
11030,607,39,7,559.41,2025-02-05,pending
11013,909,3,10,665.1,2026-03-04,paid
49164,42,29,1,531.08,2025-10-02,paid
7749,402,181,5,511.81,2024-04-25,cancelled
39994,581,145,3,512.17,2025-03-30,refunded
8793,972,81,5,1489.1,2024-06-08,cancelled
33293,618,126,1,1065.05,2025-10-27,paid
24548,631,156,10,846.49,2024-05-28,paid
46973,90,145,7,1070.6,2024-11-25,cancelled
9918,573,66,9,749.53,2025-01-20,cancelled
41872,642,103,4,333.19,2024-05-24,paid
18634,560,13,5,1611.34,2026-01-10,refunded
23717,980,19,7,44.94,2024-05-10,paid
13525,871,48,4,532.8,2025-07-16,cancelled
42137,933,183,10,1590.37,2025-02-28,pending
49354,,56,10,238.14,2026-02-17,paid
43495,874,71,9,113.68,2025-10-25,cancelled
26660,53,7,2,1329.74,2025-03-10,paid
36990,36,168,3,268.91,2025-05-02,cancelled
30472,527,41,7,350.66,2025-06-12,pending
31419,803,107,1,496.16,2024-05-11,paid
22369,504,142,2,317.23,2024-12-20,cancelled
37081,313,22,4,1334.82,2024-08-22,paid
35792,451,162,7,1442.22,not-a-date,cancelled
9680,247,41,10,1982.47,2026-03-08,refunded
41977,717,186,10,953.82,2025-07-08,cancelled
29776,908,133,2,1402.6,2025-02-11,cancelled
43420,707,175,9,1399.41,2025-11-17,paid
2757,331,11,2,354.42,2024-04-09,cancelled
11509,810,107,7,1696.7,2026-04-05,cancelled
46180,662,136,1,1623.82,2024-09-30,cancelled
3734,38,143,4,1844.4,2025-12-28,paid
12601,964,190,5,921.01,2024-07-14,cancelled
7576,328,112,10,1865.94,2025-07-23,refunded
16334,274,127,6,1463.01,2025-10-26,pending
35547,699,132,2,728.75,2024-06-01,paid
1338,627,52,3,309.84,2024-06-28,cancelled
33941,781,55,5,665.52,2025-10-15,refunded
11403,91,197,8,209.66,2026-02-09,pending
40905,637,184,7,935.81,2025-11-15,cancelled
5247,242,121,3,1813.07,2025-06-18,cancelled
4903,693,140,4,876.92,2025-11-05,paid
12603,264,2,2,1156.99,2025-07-05,pending
45771,273,49,7,1246.46,2024-09-05,pending
48681,779,199,6,1863.32,2025-02-18,pending
4580,253,94,6,893.17,2024-07-07,paid
21804,348,80,6,1838.32,2026-01-22,pending
12962,26,102,2,1100.44,2024-09-05,pending
40890,81,38,2,1337.16,2024-05-31,paid
29720,170,23,3,1880.91,2024-07-17,paid
8423,219,115,2,546.6,2025-05-13,refunded
11188,513,119,6,1464.63,2025-05-23,pending
36041,933,76,4,1131.36,2024-09-10,paid
39238,37,159,1,1782.31,2024-05-19,cancelled
17819,349,51,10,982.31,2026-03-04,cancelled
21545,208,145,10,105.74,2025-12-07,cancelled
19056,259,70,2,423.02,2025-03-06,cancelled
20719,960,190,1,214.83,2024-11-10,paid
41458,,115,2,481.94,2024-11-29,pending
12309,916,42,7,1393.26,2024-06-12,pending
38546,888,35,2,19.56,2025-02-12,cancelled
37774,551,169,9,889.92,2024-12-16,pending
37035,726,63,4,754.68,2024-11-29,pending
47614,486,48,2,642.47,2024-10-08,paid
12156,694,37,4,1592.3,2026-04-01,cancelled
30865,848,161,9,505.28,2025-02-08,pending
7936,188,141,5,719.15,2026-02-06,paid
49550,598,2,9,676.86,2025-09-19,paid
5341,796,174,3,1012.45,2025-05-26,paid
5636,254,96,5,1989.04,2026-04-08,pending
14332,858,196,4,1905.97,2025-11-06,pending
44173,640,87,6,1180.77,2025-01-29,paid
41292,763,198,10,697.85,2025-08-20,pending
21037,304,108,3,104.19,2024-08-28,refunded
1196,217,47,8,747.81,2024-08-27,paid
49451,64,64,1,88.47,2025-01-03,paid
22135,639,30,6,901.32,2025-02-25,pending
32105,543,48,2,1461.27,2025-08-12,refunded
15054,111,29,9,1108.8,2024-10-24,paid
16350,547,52,7,551.65,2024-12-31,paid
29324,420,177,9,369.26,2024-11-28,refunded
22194,611,73,8,1957.65,2024-04-19,paid
18408,520,44,2,695.48,2024-12-28,refunded
6411,847,38,7,1502.35,2025-09-30,refunded
14153,605,185,9,1124.99,2025-04-03,cancelled
23417,603,131,7,1115.93,2024-04-12,paid
9673,752,182,7,1086.25,2025-06-11,paid
9131,70,156,7,1301.25,2025-05-18,refunded
8820,248,21,3,545.84,2024-12-03,cancelled
26504,572,45,2,795.18,2024-10-12,cancelled
15012,375,97,4,1997.47,2025-06-03,refunded
26280,850,174,4,1860.68,2025-03-29,pending
12701,660,77,3,1094.9,2025-09-28,paid
30189,326,89,10,1818.49,2025-06-26,cancelled
48770,128,136,4,790.41,2024-05-08,refunded
17276,823,186,6,783.76,2024-05-27,cancelled
13078,784,48,4,103.9,2024-09-02,cancelled
28814,941,125,5,391.46,2025-10-30,refunded
15511,865,5,3,145.11,2026-01-30,pending
2029,823,126,9,1262.94,2024-10-26,paid
40708,861,113,6,682.46,2025-09-22,paid
24720,814,154,7,1856.84,2024-09-13,refunded
8418,92,9,7,878.66,2024-09-21,cancelled
33019,755,140,9,632.45,2025-01-01,paid
48472,820,168,1,1840.96,2026-04-05,pending
43354,724,200,7,678.59,2025-10-10,cancelled
5583,383,31,6,352.1,2024-09-19,paid
28447,176,39,8,983.38,15/03/2024,pending
28731,48,157,9,1077.77,2024-05-17,pending
3540,290,24,10,348.34,2024-06-13,paid
25003,874,113,10,73.79,2024-05-21,cancelled
7862,502,38,6,1075.1,2025-08-27,paid
13952,38,189,8,1739.1,2026-04-03,cancelled
32795,827,182,1,1825.32,2024-10-31,paid
11645,969,35,4,1001.64,2025-06-03,refunded
36823,536,49,8,1865.01,2025-11-01,pending
49261,90,5,2,916.06,2025-10-22,paid
4881,655,91,8,1137.15,2024-11-23,paid
26745,308,26,6,962.6,2025-06-11,pending
4616,599,160,10,1128.77,2024-11-24,cancelled
41526,897,86,6,1427.98,2024-06-28,paid
20536,698,199,5,995.14,2024-04-27,cancelled
49,260,74,5,323.9,2026-02-13,refunded
38918,89,184,10,1484.71,2024-06-27,paid
563,278,130,3,1971.18,2025-09-02,paid
44600,682,24,9,214.72,2025-07-09,paid
43067,236,1,6,899.8,2025-08-12,cancelled
34945,18,93,8,1119.19,2024-09-20,refunded
19324,1,53,1,1578.23,2025-01-29,cancelled
24931,296,22,7,622.39,2025-12-16,cancelled
18648,938,154,8,1411.16,2025-02-13,refunded
41415,294,134,5,1446.4,2025-10-06,cancelled
43221,863,107,10,176.84,2024-05-27,cancelled
44015,786,17,1,742.42,2025-02-28,cancelled
37891,187,59,4,1971.21,2025-06-07,refunded
13191,3,176,4,652.79,2025-05-07,paid
36678,963,60,3,483.47,2025-01-19,refunded
15057,636,97,5,1480.43,2025-07-01,pending
34354,848,77,3,1355.0,2026-02-19,paid
46643,346,188,1,1856.48,2024-11-16,cancelled
33485,838,128,2,1485.76,2025-07-12,pending
36360,464,130,10,1622.74,2025-10-18,cancelled
34469,64,30,7,998.04,2024-08-27,
43488,752,159,8,1292.36,2026-01-23,pending
22996,338,147,5,515.67,2024-04-30,pending
18663,762,63,1,1828.16,2024-11-06,pending
23559,945,145,5,575.41,2025-11-12,cancelled
23573,434,18,1,767.71,2024-11-18,pending
42434,764,78,1,927.13,2026-03-15,cancelled
37195,603,161,9,207.34,2024-06-01,pending
44432,165,53,1,1625.64,2025-04-28,
15800,735,126,10,119.44,2026-04-05,cancelled
43611,144,30,8,703.41,2026-03-08,cancelled
35405,819,8,6,1617.11,2025-11-23,paid
40119,70,104,10,1755.35,2025-07-17,pending
13393,147,190,2,1572.93,2025-05-15,cancelled
17221,391,112,8,1988.87,2024-06-18,cancelled
6348,584,12,1,1564.14,2025-06-01,cancelled
27896,590,96,9,722.66,2024-10-04,cancelled
11172,358,122,4,1921.08,2024-04-26,paid
17305,335,28,3,146.74,2026-02-26,refunded
27502,782,132,5,1065.69,2024-07-25,pending
45534,813,27,10,943.74,2025-01-26,paid
13105,956,199,8,966.7,2024-12-29,refunded
297,76,160,4,658.89,2025-10-13,paid
42012,735,108,4,1225.02,2024-06-22,refunded
3153,462,165,1,1017.48,2025-04-11,cancelled
21739,230,72,1,202.08,2024-08-27,cancelled
17648,757,143,6,1044.82,2024-10-28,refunded
11140,968,88,6,173.55,2024-04-10,paid
3400,471,58,9,1698.65,2025-03-05,refunded
19506,191,58,1,1019.8,2024-06-02,refunded
31849,596,10,10,1581.23,2026-02-28,refunded
7978,391,47,6,492.88,2026-01-03,pending
23606,886,26,3,1425.41,2024-08-29,paid
12502,194,163,3,176.53,2025-08-15,pending
31663,340,13,8,1146.75,2024-05-10,refunded
9470,382,96,6,1999.38,2024-08-26,cancelled
37699,543,75,2,713.41,2024-09-28,paid
23424,7,69,3,225.51,2024-12-14,cancelled
36988,311,109,8,966.76,2025-12-17,paid
11724,465,60,8,1956.83,2025-04-02,refunded
20763,340,156,7,514.66,2024-07-11,pending
46385,654,44,9,339.63,2025-11-17,cancelled
15479,467,152,2,118.57,2025-02-01,pending
19724,952,30,5,1062.56,2024-11-18,pending
17073,74,108,4,891.92,2024-05-16,refunded
1969,702,98,9,1108.54,2025-12-05,paid
35040,711,52,8,276.65,2024-08-05,paid
5717,519,41,9,218.02,2024-05-29,cancelled
4253,145,138,2,597.64,2025-10-21,cancelled
3166,378,145,3,197.31,2024-10-21,cancelled
45738,727,16,6,681.76,2024-07-09,paid
37539,470,128,9,408.6,2024-08-24,refunded
35447,616,116,6,873.78,2026-03-26,refunded
38780,362,54,2,1754.02,2024-09-07,refunded
10318,200,119,1,1649.42,2025-11-06,cancelled
42480,684,17,6,897.17,2026-03-05,paid
43443,442,34,3,1486.6,2024-11-25,cancelled
27260,601,24,4,1796.58,2025-05-19,pending
3468,746,162,6,1903.97,2025-01-14,refunded
25281,60,6,8,254.72,2026-02-03,paid
21355,770,148,4,1262.1,2024-04-18,paid
6183,656,194,2,809.22,2025-05-19,paid
28194,435,152,4,218.17,2026-01-05,refunded
47115,838,121,8,833.78,2024-09-01,refunded
43633,323,191,5,857.55,2024-13-01,pending
2712,122,188,6,,2024-04-30,refunded
30024,987,38,10,1096.88,2025-01-09,cancelled
11759,358,125,7,700.46,2025-10-30,refunded
38199,3,103,2,63.9,2025-02-03,paid
23474,259,152,4,926.86,2025-12-31,pending
45257,997,39,9,1521.15,2024-07-24,pending
21786,723,7,7,197.91,2024-05-13,pending
247,318,15,5,1206.38,2025-03-21,cancelled
10657,623,134,6,664.69,2024-11-14,paid
48094,137,156,4,522.38,2025-03-22,cancelled
21784,534,79,4,130.05,2025-02-16,pending
33794,766,13,7,,2025-04-13,cancelled
24767,891,158,4,1280.44,2024-06-11,paid
14565,927,110,4,1757.75,2024-06-01,paid
26536,357,129,1,1022.19,2024-08-10,pending
37245,626,6,3,1303.23,2024-07-17,paid
24878,753,11,4,839.66,2025-02-10,paid
3151,236,137,8,1999.97,2025-07-24,refunded
40323,474,130,4,207.78,2025-03-21,pending
41303,435,47,6,1781.13,2024-05-16,refunded
6938,418,101,10,1003.41,2025-11-25,pending
11855,710,178,2,292.05,2025-08-04,pending
21476,775,146,1,1594.51,2024-08-13,cancelled
29006,821,138,2,1957.95,2025-04-22,cancelled
22716,822,112,7,653.26,2026-02-11,cancelled
12047,316,88,3,1312.59,2024-11-06,cancelled
42460,449,68,2,1258.19,2025-01-05,paid
15777,845,146,9,612.59,2024-06-07,paid
24976,564,16,9,515.63,not-a-date,cancelled
22934,510,44,6,704.52,2024-10-20,paid
3056,134,177,2,484.56,2024-11-21,refunded
11938,179,135,6,1901.61,2024-10-16,cancelled
981,60,20,2,1104.42,2024-04-23,refunded
17967,427,198,1,1110.61,2024-09-25,cancelled
32475,773,76,9,866.5,2025-07-14,paid
36941,745,64,9,1764.25,2024-08-27,paid
16035,67,136,9,943.83,2026-01-19,refunded
33055,136,173,7,922.09,2025-04-09,cancelled
36034,566,9,4,98.75,2025-03-13,refunded
39582,61,29,1,1298.38,2024-12-05,pending
34916,56,92,3,741.32,2024-11-30,paid
32489,383,5,6,104.44,2025-06-07,pending
15888,1000,144,1,1275.34,2025-08-16,paid
43144,325,154,10,479.71,2025-11-15,paid
25088,35,188,1,1552.3,2026-03-15,refunded
37070,13,90,3,1741.92,2024-11-09,cancelled
2754,551,32,1,975.5,2025-05-01,cancelled
41546,423,151,10,1146.63,not-a-date,paid
14093,882,81,5,1562.79,2024-12-30,refunded
41235,224,127,6,678.88,2025-10-11,pending
13658,826,151,3,406.19,2024-11-29,cancelled
14565,927,110,4,1757.75,2024-06-01,paid
44924,524,28,5,1889.99,2024-11-18,cancelled
31412,642,54,7,429.08,2024-05-23,paid
2721,536,23,1,246.51,2025-08-01,pending
19914,514,50,8,1587.73,2025-08-13,paid
7407,856,107,8,1772.92,2025-03-02,cancelled
45166,794,87,7,415.59,2025-02-17,cancelled
11675,692,80,4,759.97,2024-08-10,cancelled
3539,18,22,9,751.79,2025-08-29,refunded
39976,924,187,10,23.33,2026-03-22,refunded
31055,801,169,6,604.6,2024-08-06,pending
29643,194,24,9,1150.7,2025-01-15,refunded
2406,753,57,10,693.14,2025-07-18,pending
2358,246,35,7,1538.22,2026-01-24,pending
37170,583,100,5,1933.05,2024-10-28,paid
30085,882,28,1,1421.86,2025-10-06,paid
20659,416,95,8,1505.4,2024-04-21,pending
27217,331,187,3,1566.6,2024-06-17,paid
21100,336,163,1,1254.2,2025-10-03,cancelled
17946,115,75,8,189.06,2025-03-03,pending
12736,819,15,3,1015.01,2024-11-12,cancelled
15261,684,123,9,1064.18,2025-05-20,paid
40578,703,57,4,780.55,2026-04-09,cancelled
11313,667,166,5,271.56,2024-11-05,pending
41364,517,171,2,1438.91,2025-07-12,pending
30484,338,66,3,1936.61,2024-12-21,pending
32351,909,182,3,1742.16,2024-09-26,cancelled
15031,472,3,8,1873.87,2024-10-05,refunded
24797,582,120,9,777.24,2026-01-29,refunded
11347,54,154,7,1584.28,2026-02-12,cancelled
20309,96,104,6,335.95,2024-06-17,paid
10249,912,51,2,496.12,2026-03-27,paid
7189,185,180,4,187.63,2026-04-04,refunded
33183,342,75,2,166.8,2024-09-22,paid
47104,403,152,1,665.55,2024-11-07,paid
9796,113,45,5,915.78,2024-12-04,paid
30456,218,153,5,1099.27,2024-06-20,cancelled
20945,62,67,10,1056.12,2025-10-07,paid
21834,801,39,1,1642.65,2025-12-09,cancelled
47766,837,21,1,511.48,2024-09-26,paid
39407,5,37,5,880.87,2025-03-17,pending
17772,44,190,3,235.72,2024-11-09,cancelled
29534,152,153,6,1936.26,2025-04-17,refunded
21716,553,143,7,822.41,2026-03-13,paid
49911,592,47,3,858.19,2025-02-02,cancelled
15690,499,84,8,834.8,2025-08-31,pending
46969,107,161,6,929.72,2024-07-31,paid
9761,726,27,5,1506.25,2024-10-22,paid
21431,804,78,4,1397.64,2024-04-30,refunded
15855,269,11,3,597.33,2025-07-02,refunded
24173,862,19,4,1496.9,2025-08-20,paid
46182,494,125,10,1462.35,2025-02-23,paid
36792,177,58,1,704.68,2025-02-16,paid
19397,190,27,5,1910.3,2025-09-24,paid
13365,24,200,4,275.26,2024-05-11,refunded
42226,940,171,9,273.4,2025-11-29,paid
36257,841,100,4,1747.52,2026-01-15,paid
40453,33,104,9,700.96,2025-03-22,pending
11663,319,108,5,1461.56,2024-10-22,refunded
25124,691,23,1,1603.54,2025-04-14,refunded
33329,189,116,4,97.9,2025-01-14,cancelled
9437,711,161,3,1959.84,2024-04-27,refunded
11872,62,13,1,498.71,2026-01-01,pending
23260,30,62,1,619.34,2026-01-27,pending
45100,437,63,3,801.43,2025-03-06,paid
11491,293,76,6,,2024-10-18,refunded
37385,306,171,8,949.2,2025-09-28,cancelled
5920,276,57,5,1286.78,2024-07-10,pending
13601,692,96,5,1278.24,2026-02-21,cancelled
6747,759,61,5,1195.65,2025-02-03,pending
6471,889,14,8,385.03,2024-11-20,cancelled
35151,908,32,7,390.06,2025-05-24,cancelled
7769,42,110,3,334.25,2024-07-14,refunded
41972,526,28,10,1949.02,2025-03-23,cancelled
24164,150,56,10,215.63,2025-04-29,paid
18425,776,190,9,828.8,2025-02-23,paid
24947,419,61,6,86.2,2024-06-03,paid
6511,623,143,1,1537.87,2025-11-20,cancelled
36174,815,179,2,1655.77,2025-11-02,paid
35717,52,27,2,423.85,2024-05-08,paid
3600,185,155,10,971.73,2024-11-24,paid
49319,963,132,8,756.57,2025-02-24,pending
9501,201,88,5,1184.54,2025-03-29,refunded
43412,662,195,6,536.65,2025-10-24,refunded
679,978,58,7,1660.98,2025-07-10,refunded
34645,265,38,7,1710.76,2024-05-08,cancelled
22616,89,158,6,338.93,2025-03-28,refunded
16889,8,95,7,974.0,2025-04-21,cancelled
42978,208,163,6,838.47,2024-10-07,cancelled
48963,105,42,1,132.77,2024-11-06,pending
16872,998,186,3,745.9,2025-03-25,cancelled
45573,758,94,1,1155.08,2025-01-25,cancelled
24972,853,102,9,1891.64,2025-04-29,refunded
38978,173,1,4,1110.12,2025-06-04,pending
35712,279,10,5,1080.8,2025-02-05,cancelled
43525,110,74,10,873.17,2025-05-30,paid
29978,659,108,3,337.58,2025-05-08,refunded
32369,360,1,7,279.3,2025-06-01,pending
42123,836,183,3,1077.32,2025-08-03,pending
49469,793,191,7,451.37,2026-01-29,cancelled
