order_id,customer_id,product_id,quantity,amount,order_date,status
47885,848,61,7,190.38,2025-03-23,cancelled
33446,410,25,9,696.32,2024-04-11,refunded
25551,294,114,3,324.84,2026-03-25,refunded
23672,645,174,6,1354.23,2024-05-19,pending
47261,686,40,7,561.24,2026-02-21,pending
40844,913,95,10,438.67,2025-05-15,paid
21861,361,83,5,569.6,2025-05-15,pending
5342,371,196,9,424.69,2024-05-31,pending
21392,330,102,1,1401.37,15/03/2024,
21093,578,37,9,1287.72,2024-08-07,refunded
32702,563,47,8,1646.51,2024-05-22,refunded
49250,667,47,4,667.74,2025-02-27,refunded
827,550,71,3,1352.56,2025-11-15,pending
11087,278,28,10,465.79,2024-06-15,pending
31344,847,139,5,1289.81,2024-11-12,paid
41093,979,53,9,315.54,2026-02-28,refunded
75,998,130,2,1654.67,2024-10-04,cancelled
15760,233,60,8,1595.87,2024-11-04,cancelled
40877,795,129,1,1451.32,2025-12-22,cancelled
31940,728,126,7,384.14,2024-09-06,refunded
4363,617,109,9,854.24,2025-01-20,pending
44446,524,145,3,668.69,2024-11-01,cancelled
44485,815,92,5,1348.93,2024-05-28,cancelled
12971,813,75,7,1383.5,2024-12-31,refunded
28094,810,105,1,1159.02,2025-09-11,refunded
37405,193,188,7,368.4,2024-11-25,cancelled
43677,298,112,2,978.57,2024-07-17,pending
20667,357,148,5,849.63,2025-12-24,paid
27701,272,130,9,1403.55,2025-04-07,refunded
47191,27,30,4,1448.2,2026-01-25,cancelled
6875,817,172,7,1385.54,2025-03-26,paid
9541,714,36,7,670.39,2024-07-11,pending
8954,811,8,7,1557.54,2025-04-03,refunded
42387,221,96,3,1376.78,2025-05-16,refunded
49810,327,133,3,354.38,2026-02-07,pending
1196,717,74,2,669.67,2025-12-01,cancelled
35581,120,104,3,280.21,2025-01-01,paid
6182,770,97,3,23.49,2025-01-24,paid
48286,987,37,1,110.69,2024-10-27,refunded
38926,790,91,7,331.46,2024-07-20,refunded
38094,343,79,8,708.95,2025-01-26,refunded
29692,818,28,8,1704.02,2025-02-05,pending
14476,360,185,2,45.6,2024-10-01,paid
2484,823,93,5,1507.55,2025-04-16,refunded
45749,228,123,5,327.54,2025-05-18,cancelled
752,962,139,7,1486.78,2025-02-11,refunded
30106,267,87,4,1140.29,2025-06-24,refunded
22146,644,22,2,1754.13,2025-01-21,paid
1215,88,103,2,1201.06,2024-04-20,paid
16303,456,43,5,629.81,2025-04-01,cancelled
14422,716,67,8,1479.99,2024-11-21,pending
42768,521,194,2,1190.16,2025-05-20,paid
32376,683,14,6,660.54,2024-06-02,refunded
9958,516,167,3,1789.62,2024-06-05,refunded
25106,86,177,8,831.91,2025-08-14,pending
22186,935,95,1,1880.43,2025-02-24,cancelled
13590,531,104,5,895.52,2024-10-06,refunded
49863,297,20,6,1708.47,2024-07-07,cancelled
40668,105,130,7,1515.34,2024-04-13,cancelled
18087,502,101,3,716.8,2024-08-09,pending
14904,950,48,3,201.22,2025-11-03,pending
17324,755,187,7,1038.28,2024-06-08,refunded
43385,20,56,3,1483.03,2025-10-11,pending
32004,685,169,8,398.17,2024-10-16,cancelled
40182,959,183,2,523.18,2025-04-18,paid
27711,908,121,7,740.48,2025-03-27,paid
30542,215,184,6,868.37,2025-08-07,pending
21142,263,93,2,755.31,2025-04-16,refunded
27372,866,60,10,1970.73,2025-06-28,pending
15407,750,134,3,1353.72,2024-07-27,pending
8476,722,116,1,339.91,2024-11-13,refunded
44952,976,148,8,536.01,2025-08-01,cancelled
32183,194,150,4,765.8,2024-05-18,refunded
23474,19,172,5,667.74,2025-03-10,cancelled
26553,536,49,2,192.71,2026-03-14,cancelled
9820,761,31,2,56.17,2025-06-15,refunded
40504,995,47,1,1225.74,2024-07-24,cancelled
9804,477,116,4,1555.33,2025-12-20,refunded
36259,505,1,8,1042.4,2024-09-28,refunded
45999,994,119,9,1104.79,2025-06-14,refunded
11836,416,40,1,1218.8,2024-08-31,pending
49811,786,21,7,548.18,2025-04-02,paid
16835,145,99,8,1501.85,2025-09-12,cancelled
15892,963,132,3,222.0,2025-01-24,refunded
37554,985,63,8,1157.81,2025-04-21,refunded
24492,752,189,1,138.28,2026-02-16,pending
38055,233,49,7,1490.78,2024-07-15,cancelled
13674,149,135,3,1052.41,2025-10-19,cancelled
44412,814,96,5,456.75,2024-11-10,refunded
37768,584,11,2,1535.03,2025-08-26,cancelled
21684,109,31,2,506.31,2025-11-23,paid
42726,84,1,1,1390.51,2024-04-24,pending
12893,1,59,5,1841.37,2025-05-20,refunded
25044,541,141,6,170.35,2026-02-16,cancelled
27716,618,12,8,427.24,2024-09-30,cancelled
25719,230,26,1,539.64,2026-01-17,cancelled
19369,615,92,7,625.38,2024-12-19,refunded
26237,721,73,4,1701.55,2024-08-11,refunded
11003,929,48,9,466.18,2025-04-21,cancelled
8538,552,182,10,457.62,2025-10-05,paid
49881,292,162,2,110.91,2025-09-30,refunded
33038,228,119,4,130.55,2025-12-07,cancelled
8252,375,133,6,353.48,2025-07-18,cancelled
27945,535,133,7,488.96,15/03/2024,pending
19208,351,29,10,470.75,2026-04-05,paid
16162,660,176,5,1544.49,2024-10-05,paid
32051,105,40,9,1594.82,2026-04-04,refunded
33621,220,180,10,83.7,2026-02-21,paid
6413,481,91,3,1663.52,2024-08-09,refunded
49630,129,200,4,1243.66,2025-01-09,pending
24885,580,49,9,355.92,2025-12-27,paid
42213,397,111,10,502.67,2025-10-29,cancelled
12686,112,105,10,1583.93,2025-12-18,pending
4252,409,93,5,1543.35,2025-10-31,paid
42079,308,164,6,5.16,2025-06-12,cancelled
40941,666,87,4,849.67,2025-12-27,cancelled
27632,826,46,3,601.07,2025-08-29,paid
20567,215,159,5,222.23,2024-11-01,cancelled
17619,905,150,1,199.4,2025-01-07,cancelled
11823,651,22,3,869.79,2025-09-19,paid
30913,810,51,6,11.12,2025-12-20,pending
43885,600,186,3,107.02,2025-08-31,cancelled
3014,426,152,10,153.12,2025-06-29,cancelled
37218,271,105,1,1766.73,2024-11-26,pending
7712,815,8,8,1061.43,2024-10-15,pending
41934,892,137,5,1439.46,2025-04-12,cancelled
16240,980,61,3,39.26,2025-05-04,paid
19742,518,32,2,1288.01,2025-01-07,refunded
19088,509,81,1,1158.54,2024-08-25,cancelled
41047,609,64,2,328.96,2025-08-05,refunded
30009,338,54,1,1300.86,2024-09-11,pending
43414,97,185,4,1299.8,2024-08-20,refunded
18947,926,184,3,292.62,2025-01-31,cancelled
40153,869,192,4,188.36,2024-12-13,pending
43119,211,60,3,132.08,2024-07-30,refunded
35945,438,25,2,733.05,2025-09-17,refunded
39518,461,7,2,1848.69,2025-02-17,cancelled
43745,70,109,6,601.49,2025-02-13,pending
48003,518,128,2,1033.2,2024-05-29,pending
4623,580,186,8,1942.39,2025-09-09,refunded
25406,894,191,5,1870.63,2025-11-08,refunded
200,672,59,6,353.87,2025-12-22,paid
20775,70,8,8,575.69,2025-07-19,pending
22968,161,62,4,1823.81,2025-06-20,cancelled
1503,237,199,8,1117.94,2026-03-07,paid
37140,676,69,4,441.14,2024-11-28,pending
13787,697,198,10,279.31,2025-04-23,cancelled
47624,551,11,7,252.75,2026-03-18,refunded
44165,574,162,8,1251.82,2024-12-29,pending
15077,507,91,8,81.49,2025-06-06,refunded
15002,834,136,10,1225.62,2024-05-30,refunded
43328,235,31,2,1897.28,2026-01-26,cancelled
49402,196,143,10,328.22,2025-06-22,refunded
46873,28,183,10,1304.96,2025-05-23,paid
31366,611,168,5,171.67,2026-04-02,pending
20353,266,145,9,1530.27,2025-05-22,paid
2296,264,111,2,1398.45,2025-05-25,refunded
29534,751,16,3,1540.56,2025-02-10,paid
16049,334,31,2,143.04,2026-03-27,paid
38893,962,127,4,100.95,2025-09-12,paid
4119,368,113,3,20.23,2026-02-21,refunded
2112,978,74,8,1071.81,2025-09-11,pending
991,156,96,6,512.05,2024-11-10,refunded
16624,685,11,10,860.8,2026-01-01,pending
49065,87,1,1,1649.31,2024-08-24,
49994,380,81,4,175.28,2025-02-24,cancelled
36242,424,112,5,457.39,2026-02-15,refunded
41928,418,90,7,903.67,2025-01-16,pending
10073,812,187,6,937.47,2025-01-14,cancelled
31150,983,156,2,1906.35,2024-10-17,pending
443,989,141,1,1528.75,2024-06-09,paid
35341,758,172,10,307.48,2025-01-11,paid
10289,647,192,3,1200.87,2025-10-02,cancelled
26061,488,186,10,1954.93,2025-05-28,refunded
19881,225,90,5,53.15,2024-10-03,paid
36376,608,6,6,175.08,2025-10-14,pending
45222,806,185,4,1645.9,2025-07-14,pending
41088,4,43,7,1137.17,2024-04-10,cancelled
32024,908,117,2,1656.78,2025-05-23,paid
38706,61,176,5,879.75,2025-05-01,refunded
17141,667,85,6,1139.85,2025-06-03,paid
30757,747,141,5,609.0,2025-08-13,refunded
38797,512,89,8,1875.0,2025-10-03,refunded
5503,949,139,5,1068.28,2025-05-16,cancelled
27807,991,19,10,1012.59,2024-07-03,refunded
45472,187,156,2,14.91,2024-11-12,paid
16350,859,22,10,1541.07,2024-12-05,refunded
10158,433,82,5,1499.6,2026-03-22,pending
43020,488,144,7,321.37,2024-06-25,paid
43132,290,73,4,607.63,2025-11-15,paid
33461,685,172,1,1469.73,2025-12-29,paid
38273,297,90,2,942.09,2024-10-31,cancelled
43601,208,178,1,493.02,2025-11-15,pending
20105,382,130,6,369.47,2024-05-24,cancelled
44398,761,2,6,1484.72,2024-08-27,refunded
20726,584,31,7,1397.26,2025-06-16,pending
1456,498,83,1,454.97,2024-12-27,pending
1934,380,71,1,173.24,2024-10-26,pending
21193,212,25,7,,2025-07-23,paid
40981,567,138,8,1969.18,2024-08-12,pending
715,36,191,4,1785.1,2025-06-26,refunded
22562,401,109,7,630.43,2024-08-10,paid
6152,804,68,9,154.55,2024-11-28,paid
17188,512,110,5,1882.6,2025-01-27,
21207,239,176,5,1964.61,2025-09-13,pending
26821,774,177,1,1205.73,2026-02-02,cancelled
44351,658,82,5,221.44,2024-12-11,pending
33922,448,75,6,1994.77,2024-11-20,refunded
46273,934,119,6,1734.18,2025-10-14,paid
31924,671,29,10,566.31,2024-11-07,refunded
7361,65,142,4,166.63,2024-07-12,cancelled
3797,605,176,1,1107.42,2024-10-13,refunded
20723,600,179,6,470.72,2025-05-24,cancelled
17064,745,166,7,455.29,2025-02-16,paid
30650,454,173,1,515.2,2024-10-18,paid
48736,469,127,4,100.54,2025-06-12,cancelled
34024,708,196,2,921.36,2025-11-26,paid
4210,687,19,10,1709.29,2024-05-26,paid
35886,19,108,7,1212.64,2026-03-20,refunded
42562,340,156,5,1115.64,15/03/2024,pending
14496,232,67,1,1443.69,2025-03-19,cancelled
22836,540,187,9,1336.53,2025-02-03,refunded
48856,156,49,7,424.16,2025-03-10,cancelled
32926,19,28,1,1737.14,2025-01-02,pending
4883,415,17,7,134.1,2025-05-24,paid
20802,112,106,5,57.68,2025-10-05,pending
46392,809,95,6,1900.07,2025-07-18,pending
12331,743,120,4,312.52,2025-09-25,cancelled
43742,255,78,3,1519.65,2024-05-02,refunded
6410,415,126,2,1851.4,2025-04-29,paid
13647,677,7,10,453.25,2024-10-08,pending
24332,484,175,2,1081.16,2025-04-28,pending
44390,535,197,3,878.09,2025-08-18,pending
25987,494,41,3,1459.97,2025-09-06,paid
19696,532,174,10,513.99,2025-09-05,paid
16767,209,26,9,229.94,2024-09-03,refunded
22774,507,91,3,894.34,2026-01-25,cancelled
42116,635,122,6,1139.59,2024-09-10,pending
12043,683,123,7,1817.69,2025-09-28,pending
44623,909,132,6,345.33,2024-10-02,paid
16210,569,94,3,449.07,2025-04-16,paid
19347,671,166,1,244.77,2024-07-27,cancelled
17451,254,154,10,585.55,2024-04-16,refunded
41566,433,78,10,1639.61,2026-02-02,paid
4866,668,180,5,1737.72,2024-07-19,pending
34413,127,50,3,1201.88,2024-09-10,pending
46227,618,199,8,1095.38,2025-10-13,pending
37952,,183,4,438.41,2025-05-15,pending
40618,126,190,7,342.34,2026-02-07,refunded
11840,283,135,1,261.46,2025-06-28,refunded
7147,365,128,9,92.71,2025-10-03,cancelled
5455,168,16,7,1103.07,2025-03-05,pending
26113,91,130,10,411.29,2024-12-26,cancelled
45476,182,169,7,26.7,2024-06-17,cancelled
28311,875,23,5,1502.3,2025-06-21,paid
40560,116,100,1,296.12,2024-10-22,refunded
18855,713,41,6,1028.0,2025-10-22,cancelled
49739,460,55,7,474.46,2025-08-12,cancelled
34044,986,53,5,1139.1,2025-06-13,pending
43104,594,32,9,745.04,2024-08-31,cancelled
5919,547,148,2,837.99,2025-04-16,refunded
7245,195,124,5,1575.59,2025-01-02,cancelled
24236,209,129,8,1977.36,2025-06-19,cancelled
38083,186,105,4,209.48,2024-06-23,paid
36718,298,68,4,38.71,2024-11-28,paid
25136,890,70,4,1956.06,not-a-date,paid
20668,378,85,2,1246.34,2026-02-16,paid
26368,16,94,4,494.09,2025-05-29,cancelled
17641,435,4,4,1121.78,2025-02-02,cancelled
624,150,146,10,766.84,2025-01-01,refunded
35630,550,90,7,119.44,2026-03-13,cancelled
25347,560,2,1,1685.82,2024-06-25,paid
32562,441,144,7,406.84,2025-06-18,refunded
45332,166,180,6,708.14,2025-10-23,pending
28817,245,121,9,270.66,2025-11-30,cancelled
42843,308,91,5,76.75,2025-10-19,cancelled
31316,732,101,7,293.2,2024-08-16,pending
41241,824,34,10,1952.94,2025-08-02,refunded
23025,378,101,4,970.99,2026-01-04,pending
22255,909,50,5,1006.06,2025-08-19,cancelled
29313,455,40,2,1686.26,2025-04-01,pending
6514,379,114,4,109.01,2026-04-08,refunded
39598,995,16,8,751.21,2024-10-12,paid
6479,719,123,4,653.87,2025-06-05,cancelled
30165,286,108,3,829.87,2025-09-11,cancelled
27521,581,101,4,1234.03,2024-05-16,cancelled
59,299,97,3,156.67,2024-06-11,refunded
26521,250,27,2,104.42,2024-09-05,cancelled
25936,7,150,1,784.81,2025-05-26,refunded
27946,898,178,8,346.96,2026-01-20,paid
2882,559,84,8,1258.46,2025-02-19,paid
23719,209,134,3,626.48,2024-11-18,pending
15218,362,46,6,1734.64,2024-09-04,pending
2393,332,54,10,1645.47,2024-12-31,paid
24352,451,143,9,592.25,2025-02-23,pending
3904,207,192,2,668.65,2024-08-11,cancelled
24582,773,101,9,1508.34,2026-02-13,refunded
17383,560,151,10,1455.6,2025-12-16,refunded
23575,405,156,8,1696.13,2026-03-16,cancelled
37856,51,142,9,867.7,2025-02-26,cancelled
37815,389,164,5,836.69,2024-09-15,refunded
2619,793,125,3,335.65,2025-01-04,paid
4456,992,1,1,1950.53,2025-08-30,paid
8317,360,132,10,155.01,2024-06-04,refunded
1083,817,199,6,439.98,2024-07-29,refunded
38994,512,132,1,720.81,2025-11-14,cancelled
33846,336,135,10,1108.68,2024-11-23,refunded
39510,795,100,7,1571.63,2025-03-23,paid
12919,667,168,3,937.31,2026-01-18,pending
21826,5,123,8,1959.93,2025-09-10,pending
48278,574,138,1,1962.03,2025-10-04,paid
38939,149,192,3,1947.3,not-a-date,cancelled
41268,332,32,3,1747.87,2025-11-18,pending
21896,719,184,7,560.7,2025-10-24,paid
40439,644,179,3,112.36,2024-11-02,pending
28888,947,200,3,1545.46,2025-10-06,paid
10456,314,34,8,409.18,2025-07-21,paid
49301,,40,10,1714.89,2024-11-04,cancelled
18745,636,174,9,565.32,2024-08-12,paid
29155,955,102,1,1716.13,2025-03-15,pending
23627,891,185,10,849.23,2025-12-14,paid
5692,676,33,7,365.11,2025-08-10,paid
49494,414,69,1,948.12,2025-03-13,paid
27756,437,30,2,207.56,2025-04-22,cancelled
22062,514,113,4,1591.72,2025-12-20,pending
38187,314,100,5,1579.85,2025-07-19,paid
17891,420,17,8,31.7,2026-03-20,paid
27813,181,59,9,284.94,2024-12-25,refunded
36191,794,144,3,1746.79,2026-02-23,pending
23580,922,75,7,1795.63,2025-04-15,pending
47063,847,97,7,1955.0,2025-04-04,pending
23572,946,8,3,1420.44,2025-07-16,paid
1901,76,108,4,308.0,2025-02-11,paid
7178,39,52,2,111.37,2025-06-14,refunded
47920,830,127,6,1720.26,2025-06-03,cancelled
17228,582,2,2,1490.56,2024-04-10,refunded
4316,638,129,8,1056.5,2025-01-18,refunded
3281,950,9,10,1734.02,2024-06-22,refunded
12522,368,23,5,1752.67,2025-12-11,refunded
29030,278,65,1,1724.7,2024-12-03,cancelled
16471,697,168,10,114.12,2025-12-31,refunded
3261,,50,7,561.44,2025-03-02,refunded
25362,220,76,2,514.01,2024-10-15,pending
38006,664,118,2,1848.75,2024-07-22,pending
44455,692,113,8,1230.1,2024-12-31,pending
38361,916,32,6,1676.28,2026-01-24,refunded
3570,623,94,10,1650.06,2024-09-25,refunded
39062,85,153,7,1279.97,2024-04-19,refunded
18150,50,151,7,718.36,2025-03-27,paid
20119,512,147,6,1094.76,2024-07-23,refunded
23210,177,163,7,142.85,2025-02-28,pending
20418,627,86,6,1155.8,2025-12-31,refunded
13186,455,90,8,888.24,2024-10-21,cancelled
18706,826,33,7,1281.43,2025-09-26,pending
25740,202,53,4,844.46,2025-04-16,paid
29781,908,132,4,1056.19,2025-03-18,refunded
49701,243,58,8,1094.25,2025-12-21,cancelled
32928,915,169,10,407.21,2025-08-17,cancelled
16135,198,59,7,1470.93,2025-01-19,paid
3080,45,90,6,163.78,2025-11-28,pending
16899,556,177,1,722.2,2025-07-07,cancelled
30549,252,32,1,47.1,15/03/2024,pending
26476,744,67,6,1933.1,2024-08-28,cancelled
36855,470,54,9,818.96,2025-11-07,paid
15261,168,40,10,310.01,2026-01-16,paid
49024,594,69,1,1079.94,2025-08-13,refunded
14690,385,22,3,1413.26,2025-11-13,cancelled
44452,374,1,1,1049.24,2025-07-30,cancelled
15853,217,163,7,1781.82,2024-04-26,pending
20375,446,87,7,1870.8,2024-10-04,paid
46564,627,96,6,455.87,2024-05-10,cancelled
13794,91,178,4,995.31,2024-09-11,pending
47881,440,136,10,1430.68,2025-11-27,paid
26044,560,87,3,1021.36,2025-10-16,pending
49515,32,63,8,662.05,2024-06-05,cancelled
49087,729,101,4,1268.14,2026-03-30,pending
30580,5,138,8,433.44,2024-09-26,refunded
32961,836,43,3,1691.81,2025-06-15,cancelled
21215,444,123,7,1234.37,2025-01-11,cancelled
9865,618,90,5,642.09,2025-05-25,pending
19326,222,108,3,1488.25,2025-11-11,cancelled
15165,569,171,8,1260.64,2024-12-31,paid
35403,256,2,7,,2026-03-05,refunded
22017,118,157,9,266.07,2024-05-31,pending
31372,978,93,3,311.84,2025-10-06,pending
41558,519,92,6,81.76,2024-09-28,paid
38779,638,178,8,40.56,2025-01-12,paid
35288,160,100,5,1773.6,2025-02-13,paid
41104,814,78,9,1626.46,2024-07-22,cancelled
3777,184,31,10,811.56,2025-08-18,refunded
1720,623,158,1,1043.61,2024-12-06,cancelled
32817,616,124,4,1673.7,2025-10-03,cancelled
27211,774,115,6,925.78,2025-04-16,pending
34648,512,51,9,352.94,2025-08-28,cancelled
35321,495,97,8,1564.89,2025-04-18,refunded
13612,37,31,10,68.36,2024-07-29,cancelled
14410,792,196,4,1364.13,2025-11-20,refunded
24474,299,114,5,371.62,2025-04-22,paid
19289,577,175,9,710.27,2025-07-25,cancelled
18101,868,140,10,713.29,2024-05-25,paid
13114,766,149,6,1913.2,2024-07-18,pending
30275,322,137,1,1534.66,2024-04-26,cancelled
30211,410,42,4,27.35,2026-03-10,paid
13966,849,44,6,518.31,2026-01-02,paid
38801,985,7,1,498.78,2025-10-25,cancelled
48800,914,50,5,1729.57,2024-07-18,pending
37453,174,189,4,83.7,2025-12-13,pending
18064,505,53,9,1009.25,2024-06-08,pending
15160,568,106,1,669.48,2025-05-16,paid
46282,499,161,4,1943.02,2024-04-14,pending
1379,629,162,5,1924.62,2026-03-28,paid
39519,950,157,1,1983.22,2025-05-10,paid
10147,628,183,1,1025.77,2024-12-02,pending
43728,278,182,10,554.29,2024-12-02,refunded
35720,934,111,9,364.51,2025-01-22,cancelled
40375,175,169,1,751.96,2025-01-09,pending
1290,675,191,3,127.37,2025-06-06,refunded
22288,885,135,7,1354.48,2024-12-27,pending
37144,955,194,5,1498.13,2024-06-06,cancelled
47419,478,68,6,683.53,2024-09-27,cancelled
22060,229,174,10,488.82,2024-08-19,refunded
1767,545,9,10,47.19,2026-03-22,pending
38773,970,130,2,648.74,2025-05-06,cancelled
33081,724,90,6,365.87,2024-09-02,pending
24157,588,167,8,595.42,2024-12-19,pending
6726,743,196,6,1394.2,2025-07-16,paid
7062,,182,8,227.28,2026-02-03,refunded
22769,740,79,4,1636.86,2025-02-07,pending
3633,166,177,8,606.72,2025-07-10,cancelled
29374,235,95,8,,2026-02-10,refunded
16742,872,195,9,1130.31,2026-04-03,refunded
33283,662,197,5,861.92,not-a-date,refunded
45702,957,81,10,328.0,2024-09-27,pending
19077,573,94,9,986.74,2024-04-16,pending
42851,642,143,4,1949.0,2024-11-19,refunded
