product_id,name,category,price
88,Cause Movie,Food,182.68
89,Feel Decide,Food,884.21
90,Major Remain,Clothing,168.26
91,Above Upon,Food,247.59
92,Five May,Food,199.09
93,Nor Life,Clothing,72.95
94,Spring Right,Electronics,140.7
95,Away Across,Electronics,183.19
96,Indicate Everybody,Books,348.05
97,Very Quickly,Books,565.5
98,Manager Position,Electronics,683.68
99,Onto Nothing,Books,313.44
100,Available Reason,Clothing,849.64
101,Very Itself,Food,743.3
102,Politics Piece,Electronics,226.7
103,Hair Job,Food,314.96
104,Question Million,Sports,257.73
105,Bed Owner,Food,299.62
106,I Our,Clothing,492.43
107,Control Note,Food,876.1
108,Return Charge,Books,681.64
109,Technology Color,Electronics,946.27
110,Least Those,Clothing,562.31
111,Different Approach,Books,249.12
112,Husband Wait,Books,955.2
113,Heart Low,Sports,11.39
114,Seat Worry,Food,717.23
115,That Score,Sports,271.44
116,Painting Idea,Sports,421.61
117,Argue Third,Books,77.71
118,Democratic Suffer,Electronics,248.37
119,Kitchen Trouble,Sports,929.22
120,Exactly Summer,Food,582.0
121,Brother Second,Clothing,512.32
122,Senior Far,Electronics,504.87
123,Really Actually,Food,939.48
124,Cultural Woman,Electronics,171.19
125,Once Describe,Sports,888.94
126,Whom Daughter,Electronics,360.39
127,Tough News,Electronics,480.71
128,Heart Same,Clothing,226.37
129,South If,Sports,559.59
130,Generation Fly,Books,120.47
131,Hard Friend,Books,286.76
132,Every Future,Food,903.15
133,Investment Decade,Sports,726.0
134,Catch Agency,Sports,314.06
135,Year Give,Electronics,418.56
136,Two Level,Electronics,265.54
137,Business She,Books,281.35
138,Its Provide,Food,501.66
139,Off Foot,Food,159.77
140,Break Door,Books,139.39
141,Baby Green,Sports,495.5
142,Number Paper,Electronics,73.31
143,From Health,Books,498.43
144,Present Chance,Electronics,901.39
145,Decade In,Books,983.91
146,Account Young,Clothing,706.65
147,Past Choice,Books,643.06
148,Tend Thousand,Electronics,128.27
149,Theory Three,Food,444.62
150,Capital Water,Books,418.69
151,Civil Property,Sports,935.46
152,Own Green,Books,319.12
153,Once Will,Books,279.92
154,Mother Lay,Books,717.49
155,Some Focus,Books,322.91
156,Create Plant,Food,323.96
157,Charge Risk,Food,475.41
158,Difficult Than,Food,47.31
159,No Federal,Electronics,426.54
160,Town Senior,Books,91.16
161,Everything End,Sports,588.11
162,There Establish,Electronics,132.17
163,Study Air,Food,112.61
164,Dinner Order,Clothing,6.04
165,Back Assume,Electronics,406.88
166,Rock Natural,Clothing,330.11
167,Who Brother,Electronics,493.28
168,Six Contain,Sports,95.48
169,Government Cut,Food,28.66
170,Behind Prepare,Sports,281.76
171,Evening Action,Sports,329.82
172,Recognize Nice,Electronics,51.12
173,Personal Return,Clothing,782.64
174,Movement Fire,Sports,257.77
175,Experience Determine,Clothing,287.7
176,Stock Thousand,Food,138.21
177,Through Edge,Electronics,665.67
178,Street Reach,Books,434.16
179,Data Century,Food,960.73
180,Throughout Girl,Food,815.19
181,Under Day,Books,188.43
182,Mean People,Books,166.71
183,Spring Issue,Food,958.68
184,Door Talk,Food,255.04
185,Only Republican,Food,955.71
186,Past Pick,Electronics,728.03
187,Team Bad,Clothing,724.58
188,Mouth Reality,Sports,357.38
189,My Able,Books,219.7
190,Issue Onto,Books,186.31
191,End Order,Food,389.25
192,Only Heart,Sports,876.81
193,Clearly Foot,Food,426.27
194,Case Economic,Food,470.42
195,Record End,Electronics,728.83
196,Group Sure,Clothing,551.19
197,Often Tax,Books,631.19
198,List Pretty,Clothing,38.78
199,Common Pretty,Sports,718.35
200,Forward Have,Clothing,212.38
